name,opt_sol,or_tools_cost_1,or_tools_cost_30,or_tools_cost_60
XML100_2146_08,7880,8233,7907,7907
XML100_3143_21,19866,21313,20768,20674
XML100_2251_19,18163,19178,18956,18956
XML100_1252_11,11433,12417,11863,11752
XML100_2236_07,5785,6133,5920,5890
XML100_2355_14,9785,10313,10128,9906
XML100_1232_09,20207,20824,20631,20579
XML100_1153_27,14574,16090,15444,15444
XML100_2125_22,10190,10960,10512,10347
XML100_2343_24,11563,12477,12098,11767
XML100_1363_20,16788,18255,17844,17844
XML100_1355_24,11567,12861,11872,11872
XML100_2114_10,10951,11309,10950,10950
XML100_1255_02,8883,9391,9239,9197
XML100_1111_16,30087,30722,30439,30268
XML100_1371_25,33021,33258,33098,33098
XML100_3346_02,8755,9054,9032,8780
XML100_2133_22,11971,13006,12103,12088
XML100_1265_11,9119,9393,9209,9175
XML100_1322_07,20625,22466,21472,21283
XML100_3222_09,21763,23037,22086,22057
XML100_1262_21,16298,18608,17088,17068
XML100_3141_08,37949,39621,38998,38962
XML100_2336_15,7692,8550,8046,8043
XML100_3176_19,9186,9532,9350,9350
XML100_3242_20,28440,29444,29290,29290
XML100_1164_16,13780,15208,14287,14257
XML100_2162_08,17627,18338,18169,18162
XML100_1226_06,4822,5151,4954,4886
XML100_2311_12,27456,28413,28227,28227
XML100_3232_01,30425,30762,30729,30729
XML100_3221_09,51091,53317,52208,51788
XML100_2245_08,5677,6026,5901,5877
XML100_3156_05,10218,10840,10726,10726
XML100_3112_01,32815,33546,33158,33082
XML100_2344_21,9335,9935,9594,9497
XML100_2165_04,10266,10672,10573,10480
XML100_3346_25,8681,8897,8872,8872
XML100_2273_24,9081,9403,9123,9123
XML100_1345_14,9926,10506,10318,10268
XML100_3153_07,19149,20080,19706,19706
XML100_3242_23,23002,23493,23286,23286
XML100_1262_08,18313,19403,18835,18835
XML100_2254_08,10251,10748,10355,10301
XML100_2235_21,6967,7342,6986,6981
XML100_3262_23,31874,32692,32245,32245
XML100_1225_09,7945,8855,8277,8038
XML100_3242_04,24641,25000,24810,24810
XML100_3151_20,42640,44357,44357,43910
XML100_3215_19,12632,13365,12827,12676
XML100_2225_24,7493,8055,7793,7561
XML100_2343_19,14216,15106,14439,14439
XML100_2272_20,14437,15560,14745,14745
XML100_2132_15,16958,17985,17819,17437
XML100_2144_08,11294,11854,11432,11313
XML100_1372_09,16616,17927,17555,16953
XML100_3164_13,17050,18183,17625,17530
XML100_1363_23,11923,12598,12154,12154
XML100_2354_10,9411,9603,9598,9416
XML100_2152_12,15623,16982,16168,16123
XML100_3123_21,19274,20731,19955,19955
XML100_3222_17,21788,22557,22505,22505
XML100_2266_17,6112,6274,6113,6112
XML100_1324_12,9337,9671,9436,9435
XML100_2212_02,14200,14821,14545,14545
XML100_3341_13,41060,42891,42756,41811
XML100_2321_16,21113,22484,21734,21426
XML100_1171_21,33659,33898,33659,33659
XML100_2212_03,16486,17144,16845,16669
XML100_3151_25,41885,43614,43152,43152
XML100_2345_23,10062,10810,10084,10084
XML100_1356_26,8035,8701,8127,8127
XML100_2366_21,7771,8284,7796,7796
XML100_1155_07,10512,11805,10967,10936
XML100_1242_15,22836,24594,23781,23772
XML100_1151_14,37950,39258,39143,39143
XML100_2323_18,13515,14219,13624,13624
XML100_1313_26,16992,17848,17388,17158
XML100_1346_24,8741,9132,8849,8849
XML100_2336_11,7856,8405,7888,7888
XML100_2112_03,15770,16276,16141,16092
XML100_2131_24,29859,30833,30456,30388
XML100_1161_10,31558,33608,32734,32734
XML100_1315_22,9412,10136,9504,9504
XML100_3322_03,28109,29914,28931,28741
XML100_2241_17,21599,22535,21992,21971
XML100_2171_02,25298,25542,25430,25383
XML100_3311_21,37573,37665,37606,37606
XML100_2375_15,8558,8826,8645,8633
XML100_3252_20,18279,19911,18826,18770
XML100_2256_01,7451,8228,7621,7621
XML100_2234_08,7741,8127,7929,7828
XML100_3175_19,11749,13147,13005,12211
XML100_3124_02,16326,17473,16698,16520
XML100_1326_25,8213,8493,8306,8295
XML100_1314_02,12491,13324,12870,12759
XML100_1324_24,13517,14996,14147,14050
XML100_1111_15,38874,39255,39255,39255
XML100_1113_21,18884,19739,19443,19141
XML100_1224_12,10561,12874,11080,10823
XML100_2374_08,10625,11070,10749,10747
XML100_2112_15,17672,18372,18372,18289
XML100_3335_22,14065,15159,14753,14709
XML100_3316_10,9043,9774,9216,9112
XML100_3174_04,17881,18389,18389,18389
XML100_2124_14,11105,11382,11189,11189
XML100_3154_18,13902,14829,14419,14365
XML100_2333_25,12008,12505,12284,12284
XML100_2361_16,29385,31480,30243,29816
XML100_1326_02,8126,8922,8134,8134
XML100_3312_08,33424,33799,33799,33799
XML100_1375_27,10578,10796,10784,10784
XML100_2155_19,9926,10478,10038,10038
XML100_2113_19,11770,12460,12048,11939
XML100_3314_06,16502,16929,16758,16714
XML100_1141_06,32583,34449,33265,33265
XML100_1233_22,15578,15935,15930,15776
XML100_3233_05,20032,20982,20385,20385
XML100_3245_03,10626,11635,10939,10741
XML100_3262_04,34974,36137,35566,35390
XML100_2152_09,16843,17283,17105,17096
XML100_3312_06,27431,28263,27802,27763
XML100_2354_05,10741,12171,11180,11072
XML100_1273_26,11126,12174,11383,11304
XML100_3273_23,30234,30955,30537,30553
XML100_1316_17,7662,8075,7850,7662
XML100_2151_24,23521,24605,23903,23903
XML100_3226_01,7847,8108,7909,7899
XML100_2211_16,27491,27805,27805,27805
XML100_2272_25,16419,17475,16929,16656
XML100_3165_25,13692,15083,14714,14163
XML100_1175_08,10891,11552,11208,11200
XML100_2341_02,24445,25787,24990,24990
XML100_1115_24,11014,12008,11730,11625
XML100_3273_14,11687,12242,11861,11861
XML100_2155_11,9548,9750,9550,9550
XML100_2261_11,20514,22562,21093,21006
XML100_1176_01,8236,8382,8236,8236
XML100_1211_07,42781,43098,43055,42918
XML100_1343_16,18419,19687,19101,19036
XML100_1316_27,8426,8749,8500,8493
XML100_3314_08,16338,16946,16897,16897
XML100_3376_05,9665,10206,9826,9826
XML100_3213_05,25362,25693,25693,25693
XML100_2231_01,26702,27950,27444,27442
XML100_3325_01,13046,13848,13600,13600
XML100_1314_26,13613,14812,14564,14256
XML100_2334_13,10662,10890,10715,10694
XML100_1213_22,22284,22600,22600,22473
XML100_3143_12,23454,25680,24795,24374
XML100_1322_02,21652,22664,22498,22498
XML100_3233_20,9921,10479,10331,10331
XML100_3216_06,8061,8167,8106,8106
XML100_2142_22,16361,18052,17108,16844
XML100_2114_18,11240,12334,11513,11513
XML100_1131_14,32436,33179,33179,32816
XML100_1362_17,20491,21596,20938,20938
XML100_3231_12,49978,51840,51291,51291
XML100_3126_04,10501,11059,11019,10802
XML100_3212_22,27711,28025,28025,28025
XML100_1373_09,17227,19331,17863,17853
XML100_1272_18,12536,13232,13071,12827
XML100_3254_11,10111,10797,10505,10481
XML100_3155_23,12532,13270,12747,12747
XML100_3271_06,48647,49322,49274,48947
XML100_2325_07,8892,9465,9024,9024
XML100_3175_15,12055,13053,12346,12346
XML100_1241_20,21453,22745,21654,21654
XML100_1342_10,19788,22638,21175,20709
XML100_2174_24,10548,11234,10887,10887
XML100_2161_17,19949,21740,20657,20372
XML100_2345_21,8946,10245,9011,9011
XML100_2351_04,21211,22801,22433,22188
XML100_3272_07,35188,36084,35646,35646
XML100_3162_06,23685,25159,24687,24455
XML100_1374_06,10657,11180,10745,10691
XML100_1211_25,32861,33047,32966,32925
XML100_2323_06,11485,12371,12074,11895
XML100_2141_16,23873,25102,24541,24541
XML100_1116_02,9324,10036,9746,9478
XML100_1345_15,10125,11053,10622,10622
XML100_1315_05,8754,9041,8824,8824
XML100_3336_01,9413,9712,9423,9423
XML100_3163_17,24564,26434,25213,25163
XML100_1355_02,10228,10531,10299,10299
XML100_2124_16,10439,11953,10686,10673
XML100_1131_07,37106,38570,38019,38019
XML100_3133_23,20271,21449,21128,20884
XML100_1216_04,6030,6196,6030,6030
XML100_3242_21,27746,30638,28210,28210
XML100_2363_11,11427,11749,11555,11555
XML100_1344_06,11838,13222,12479,12213
XML100_2344_26,10665,11024,10676,10676
XML100_1162_09,24768,25919,25790,25173
XML100_2315_16,8838,9789,9263,9263
XML100_3133_19,20543,21979,21378,21378
XML100_2223_02,8568,9100,8904,8877
XML100_2313_21,10424,10746,10527,10527
XML100_1335_18,12669,13818,13411,13235
XML100_1136_20,8336,8559,8387,8387
XML100_1331_26,25922,26599,26320,26320
XML100_2255_05,8347,8946,8417,8417
XML100_1346_08,9491,10177,9962,9929
XML100_3366_14,9249,9724,9351,9286
XML100_3331_02,47120,48771,48598,48510
XML100_1154_18,12062,14050,12617,12473
XML100_1112_15,24219,24543,24543,24543
XML100_1314_16,11622,12406,11907,11833
XML100_1331_15,26536,28270,27444,27058
XML100_1334_09,14839,15830,15329,15222
XML100_2152_01,16463,17380,16591,16591
XML100_1173_26,17731,19218,17989,17989
XML100_2145_26,9549,10387,9801,9801
XML100_3165_02,11631,13116,12106,12106
XML100_3256_21,8684,9419,8878,8878
XML100_2362_13,16015,17837,16568,16563
XML100_1214_26,9733,10584,10060,9996
XML100_3154_01,14715,15679,15051,15051
XML100_1145_19,9713,10538,10074,9959
XML100_1235_04,8917,9253,9029,8996
XML100_2255_11,8640,9397,8709,8649
XML100_3162_10,28579,30592,29796,29511
XML100_2122_25,15508,17807,15906,15632
XML100_2336_21,7761,8143,7761,7761
XML100_3135_19,13143,14390,13821,13656
XML100_3262_19,26286,26829,26472,26472
XML100_3264_04,12906,13573,13240,13214
XML100_2144_22,11826,12312,12022,11991
XML100_1213_05,7796,8362,8178,7971
XML100_2111_09,29825,30006,30006,30006
XML100_1132_24,20525,21621,21191,21191
XML100_2242_21,15613,16521,15822,15781
XML100_1271_12,47388,47490,47423,47423
XML100_3216_19,8542,9096,8814,8604
XML100_1316_21,9398,10583,9518,9518
XML100_3311_16,42486,42731,42731,42731
XML100_1254_02,11002,12493,11453,11371
XML100_1175_05,9477,10300,9562,9522
XML100_1376_01,8498,9331,8982,8755
XML100_2246_26,6266,6476,6276,6276
XML100_1311_10,65454,66165,66157,66154
XML100_3344_15,15305,16137,15992,15792
XML100_2153_24,12438,13069,12890,12890
XML100_1221_13,20987,22021,21587,21587
XML100_3223_07,21268,22218,21575,21575
XML100_1355_22,9188,9464,9359,9289
XML100_3165_18,10776,11578,11129,11129
XML100_2131_19,21436,22742,21978,21930
XML100_1262_11,21076,23311,22421,22013
XML100_2335_11,8567,8836,8709,8700
XML100_1141_10,36805,38929,38330,38299
XML100_2161_02,21108,22387,22018,21886
XML100_3223_22,20202,20420,20295,20295
XML100_1245_20,7409,7548,7454,7454
XML100_3335_04,13269,14528,14041,13875
XML100_1351_04,19434,20599,19972,19972
XML100_3321_22,37466,38309,38170,38170
XML100_2232_23,12098,12654,12558,12558
XML100_1132_27,20014,21530,20934,20579
XML100_1125_10,10112,10333,10280,10247
XML100_2216_01,6337,6549,6430,6419
XML100_3266_22,8076,8688,8502,8502
XML100_3336_15,8529,8635,8536,8534
XML100_3146_04,10396,11034,10860,10860
XML100_1216_17,8355,8706,8444,8444
XML100_2133_04,12169,14138,12622,12613
XML100_2172_12,20183,20476,20476,20476
XML100_2353_12,13196,13901,13635,13544
XML100_3221_21,26448,28610,27650,27650
XML100_1346_06,7847,8195,7946,7862
XML100_2274_01,9636,10098,9876,9876
XML100_2262_06,14480,15258,15052,15006
XML100_2352_11,14374,15492,14874,14834
XML100_2174_20,11107,12382,11813,11813
XML100_1226_17,7288,7872,7683,7444
XML100_1335_09,10039,10479,10128,10128
XML100_2341_24,21632,23280,22213,21982
XML100_3114_21,15232,16707,16048,15746
XML100_3122_19,25182,27124,26138,26113
XML100_3111_11,42499,43019,42851,42759
XML100_2242_07,13932,14564,14564,14268
XML100_3353_25,18638,19407,19228,19228
XML100_2356_02,7655,8005,7821,7796
XML100_3372_03,31647,32122,32110,31760
XML100_2373_04,11949,13253,12139,12139
XML100_3354_08,15757,16514,16169,16169
XML100_2241_06,12627,13484,13055,13055
XML100_1355_19,8790,9309,8934,8934
XML100_3115_21,11363,11879,11781,11535
XML100_1243_09,18807,19852,19089,18894
XML100_3131_02,47448,50069,49018,48967
XML100_2263_23,12931,13616,13247,13247
XML100_1231_03,48296,50470,49501,48836
XML100_3321_02,43963,46105,45547,44774
XML100_3165_10,12114,13012,12507,12425
XML100_3136_18,9568,9962,9636,9636
XML100_2372_11,15088,15238,15117,15117
XML100_2345_06,8944,9265,9204,9204
XML100_3156_18,9679,9891,9773,9695
XML100_1132_20,23929,25631,24636,24461
XML100_3155_25,11126,12544,11305,11305
XML100_1242_25,27037,28494,28235,28069
XML100_3114_22,15777,16155,16155,16155
XML100_1111_23,37150,37820,37509,37509
XML100_2151_23,25349,26574,26574,26350
XML100_2154_07,11213,11679,11656,11656
XML100_1213_20,13768,13918,13839,13839
XML100_3131_09,44316,46558,45844,45138
XML100_1325_17,10409,11167,10589,10524
XML100_1364_22,13491,15908,13721,13721
XML100_1356_04,8574,8919,8698,8698
XML100_2216_06,7047,7246,7088,7071
XML100_1166_14,9280,10262,9520,9509
XML100_1354_12,13111,14205,13603,13172
XML100_1155_25,10197,10841,10433,10433
XML100_3241_19,27350,30291,28810,28810
XML100_2232_15,13622,14272,13854,13854
XML100_1325_03,8690,9017,8702,8702
XML100_3261_13,28625,30894,29408,29321
XML100_2112_25,15799,16663,16487,16176
XML100_1114_12,11401,12105,11778,11701
XML100_2225_05,7265,7472,7364,7361
XML100_3244_10,9660,10356,10243,10214
XML100_1215_10,7833,8578,7966,7911
XML100_3351_18,43781,46326,45574,44995
XML100_2316_23,7730,8190,7875,7793
XML100_2363_20,12946,14026,13243,13243
XML100_2364_07,10422,11085,10538,10470
XML100_1115_19,10312,10835,10330,10327
XML100_3373_25,17474,19716,18557,18535
XML100_2251_01,15536,16335,15929,15929
XML100_2261_23,17331,17942,17825,17765
XML100_3222_07,30574,30946,30890,30890
XML100_2342_05,16088,17714,16976,16656
XML100_2246_17,5497,5923,5529,5509
XML100_1312_27,18262,18891,18450,18450
XML100_1361_06,31299,34856,32748,32748
XML100_1175_13,9831,10083,9941,9936
XML100_1166_03,8653,8707,8690,8690
XML100_3236_07,10415,11343,11140,10535
XML100_2322_07,15927,17350,16444,16444
XML100_3222_06,20092,21460,21099,20724
XML100_3212_02,25527,25705,25618,25618
XML100_2325_15,10182,10494,10344,10220
XML100_2165_16,9879,10607,9991,9970
XML100_2334_25,8602,9579,8897,8897
XML100_3143_15,24351,26085,25302,25216
XML100_3261_22,33243,34449,34044,33945
XML100_1174_04,12622,13685,13322,13322
XML100_3273_24,20988,22867,21722,21645
XML100_2312_09,14762,15296,14889,14889
XML100_1361_05,27315,28989,27963,27963
XML100_3116_24,9548,10398,9861,9861
XML100_2256_10,6667,6820,6730,6730
XML100_1162_02,24344,25850,25595,25351
XML100_1164_11,11903,12572,12129,12129
XML100_1332_19,20426,21668,21557,21518
XML100_3241_23,32368,34256,32945,32945
XML100_2243_21,9955,10428,10335,10109
XML100_1323_26,14169,15094,14820,14496
XML100_3373_02,16832,17984,17473,17473
XML100_3314_19,15003,15389,15204,15204
XML100_1132_10,22141,23648,22656,22656
XML100_3163_16,20165,22164,20985,20939
XML100_3355_10,13210,14181,13694,13694
XML100_1125_15,10830,11354,11088,11088
XML100_3341_16,37477,40030,38767,38759
XML100_1333_09,17113,17934,17492,17451
XML100_2214_06,9432,9868,9572,9555
XML100_3164_14,15946,16877,16538,16541
XML100_3311_19,39511,40084,39834,39834
XML100_1363_04,18912,19653,19526,19382
XML100_2171_16,23862,24741,24140,24038
XML100_1253_09,15069,15661,15221,15119
XML100_2234_04,8573,9369,8803,8615
XML100_1154_11,14179,15054,14704,14521
XML100_1133_09,18441,19295,18928,18923
XML100_2263_18,7473,7943,7697,7677
XML100_1124_10,13063,13731,13266,13266
XML100_2235_02,7727,8458,7860,7727
XML100_1115_16,11610,11942,11858,11761
XML100_1274_14,16221,16968,16320,16320
XML100_2325_19,8360,8516,8360,8359
XML100_3356_19,8905,9802,8904,8904
XML100_1354_05,12789,13535,13468,13468
XML100_2155_26,9725,10077,9982,9982
XML100_2351_08,24577,25614,25196,25196
XML100_2112_13,19932,20487,20487,20487
XML100_3374_14,16956,18501,17742,17734
XML100_3316_25,8855,9150,8993,8993
XML100_1316_12,9545,9976,9718,9699
XML100_3261_05,54466,56493,54717,54692
XML100_3374_23,14481,15377,14982,14885
XML100_2244_10,9483,10195,9862,9597
XML100_2324_08,11195,12038,11491,11449
XML100_1254_15,9386,10450,9959,9584
XML100_2113_22,14489,15414,14667,14628
XML100_1225_04,7866,8642,8051,8051
XML100_2233_13,8697,9175,8964,8859
XML100_1154_21,11938,13160,12356,12356
XML100_1156_26,8705,9733,8840,8840
XML100_3373_04,19434,21401,19554,19545
XML100_3242_01,36469,37609,37523,37058
XML100_1336_23,8912,9371,9172,9162
XML100_3261_07,69255,71209,70787,70787
XML100_2365_22,9064,10505,9578,9158
XML100_3151_07,48475,49928,49377,49314
XML100_3243_17,22805,24176,23473,23473
XML100_2276_26,5719,5906,5724,5720
XML100_1264_16,11204,11534,11402,11395
XML100_2313_25,14198,14885,14611,14611
XML100_2154_13,11222,11650,11369,11267
XML100_2266_26,5131,5325,5297,5297
XML100_3225_01,13518,14368,13824,13724
XML100_3326_03,8825,9107,9011,8973
XML100_1322_23,25761,27400,26515,26515
XML100_1264_19,9212,10541,9446,9437
XML100_2145_06,9185,9728,9611,9611
XML100_1346_23,8903,9489,9309,9229
XML100_2155_24,9344,9521,9367,9367
XML100_2353_21,11669,12826,11783,11748
XML100_3165_21,12314,13325,12850,12584
XML100_3342_15,29134,31603,30693,29839
XML100_2173_24,15377,16425,15958,15804
XML100_1143_19,16066,17040,16526,16238
XML100_1122_16,15784,18198,16236,16087
XML100_1374_17,14575,15624,14924,14921
XML100_2126_06,8688,8928,8849,8721
XML100_2124_24,10152,10645,10171,10171
XML100_1314_23,13307,14152,13804,13454
XML100_1226_21,4409,4517,4440,4440
XML100_1351_24,20869,22394,21540,21527
XML100_1141_07,34510,36702,35464,35372
XML100_2256_21,6283,6390,6283,6283
XML100_2133_26,13134,13671,13430,13430
XML100_3364_26,13220,14330,13875,13875
XML100_3121_25,46601,50563,47944,47931
XML100_2275_18,6779,7254,6867,6818
XML100_1243_03,10815,11593,11285,11216
XML100_1152_12,25629,26986,26513,26316
XML100_3256_03,6008,6502,6051,6021
XML100_1263_11,12611,13244,12720,12720
XML100_3142_19,27549,29204,28752,28752
XML100_1255_18,7492,7683,7556,7556
XML100_3173_04,22502,24087,24087,23716
XML100_3325_14,13756,14180,14015,14015
XML100_3225_05,10828,11963,11435,11354
XML100_1176_06,9314,10322,9366,9330
XML100_2265_04,6966,7400,7022,7016
XML100_1176_27,8628,8639,8628,8628
XML100_1235_23,9829,10044,9874,9874
XML100_3134_05,16097,17891,16925,16925
XML100_1135_17,10307,10700,10432,10336
XML100_3344_02,15305,16066,16042,15847
XML100_2356_06,7232,7403,7305,7248
XML100_2256_04,5431,5650,5442,5442
XML100_2366_08,8167,9252,8366,8366
XML100_1252_06,15393,16079,15686,15686
XML100_1361_21,27592,31194,28415,28415
XML100_3125_24,12177,13016,12572,12563
XML100_3271_04,50242,52080,51934,50887
XML100_2326_08,8249,9137,8274,8261
XML100_3373_01,18636,19261,19108,19108
XML100_2131_13,21510,22572,22235,22159
XML100_3235_18,10731,12007,10943,10853
XML100_1213_08,9645,10258,9850,9749
XML100_2164_27,11340,11850,11456,11376
XML100_2334_14,10408,10775,10700,10700
XML100_1326_06,7849,8434,7921,7870
XML100_2176_05,8357,8631,8452,8380
XML100_2166_17,8277,8866,8277,8277
XML100_1125_17,11670,12381,12286,12249
XML100_2236_08,4560,4622,4607,4607
XML100_3245_22,13021,13577,13205,13073
XML100_3173_02,19651,22239,21273,20589
XML100_3152_23,35361,37098,36426,36426
XML100_3223_02,12054,13056,12808,12808
XML100_1275_26,7420,7710,7545,7545
XML100_3154_16,17563,18596,18151,18145
XML100_3221_08,30797,31799,31288,31288
XML100_1336_10,7855,7980,7879,7863
XML100_1333_15,12783,13265,13051,12999
XML100_1373_13,12799,14930,13422,13210
XML100_1135_10,9642,10365,10061,10034
XML100_3123_08,17930,19889,19688,19264
XML100_3335_19,11827,12353,11976,11976
XML100_1356_01,8406,9163,8704,8704
XML100_3155_15,13533,14001,13948,13788
XML100_2313_16,12627,13572,12983,12879
XML100_1162_07,17332,20555,18093,17807
XML100_3224_01,16196,16558,16375,16375
XML100_3331_06,43481,44511,44491,44491
XML100_2261_03,21298,22614,22050,22044
XML100_1233_21,13068,14412,13704,13693
XML100_2255_06,6206,6564,6344,6305
XML100_2232_21,14664,15897,15011,15011
XML100_2352_13,15791,17475,15962,15962
XML100_2114_07,9655,10000,9659,9657
XML100_1125_24,10336,11079,10892,10465
XML100_3173_05,16958,18399,17367,17126
XML100_3324_24,13483,14305,13687,13591
XML100_3234_06,10608,11199,10930,10930
XML100_3171_14,68403,68601,68411,68411
XML100_2231_08,22369,23130,22959,22959
XML100_3274_15,16230,16964,16606,16465
XML100_2222_24,17722,19270,18119,18119
XML100_2363_06,12366,13406,12585,12504
XML100_1211_10,41560,41949,41811,41811
XML100_3114_26,17167,17971,17691,17691
XML100_1151_19,27973,29181,29092,28779
XML100_1246_13,5584,5947,5915,5619
XML100_1224_10,8886,9283,9017,9017
XML100_3271_20,47631,47959,47847,47847
XML100_3363_10,25751,26634,26562,26379
XML100_1114_26,12940,13728,13553,13423
XML100_3275_10,10254,10792,10405,10384
XML100_3243_05,20268,21541,21244,21037
XML100_3316_16,9067,9854,9116,9112
XML100_2216_25,6427,6650,6503,6503
XML100_3255_16,11131,11497,11333,11320
XML100_3256_06,7139,7854,7404,7404
XML100_1251_20,24238,25859,25251,25251
XML100_3314_25,16817,17585,17120,17120
XML100_3142_21,34717,37109,35766,35766
XML100_2174_23,10226,10905,10268,10268
XML100_2123_09,12907,13775,13134,13113
XML100_3343_21,18357,19521,18889,18788
XML100_1116_11,8834,9620,9256,8892
XML100_3176_07,11155,11917,11480,11480
XML100_1166_26,8076,8390,8144,8144
XML100_3322_08,37391,39552,38231,38231
XML100_2333_13,10806,11260,11020,11020
XML100_2151_26,21516,23119,22477,22131
XML100_2374_18,10268,11318,10731,10731
XML100_1315_25,10084,10303,10213,10178
XML100_1325_16,9707,10462,9991,9991
XML100_3246_02,8219,9147,8815,8371
XML100_1116_04,8542,8814,8595,8595
XML100_1214_10,13530,13857,13728,13690
XML100_3312_19,30904,31486,31248,31248
XML100_3266_13,7929,8693,8055,7981
XML100_3352_01,22974,24448,23793,23793
XML100_3343_24,19598,21441,20723,20271
XML100_2321_25,19925,20703,20611,20542
XML100_1353_14,15065,15937,15646,15627
XML100_2164_04,10271,10855,10500,10467
XML100_2311_06,33703,34112,34058,34058
XML100_1331_10,35889,37313,37056,36637
XML100_3262_01,17603,18204,18204,18115
XML100_3365_16,10743,11366,11214,11214
XML100_3371_18,44245,44476,44328,44328
XML100_3364_19,18527,19757,19143,19143
XML100_3135_11,14969,16189,15573,15489
XML100_3366_08,10129,10802,10196,10167
XML100_2136_12,8481,8677,8492,8492
XML100_1236_22,6533,6830,6541,6541
XML100_2224_26,8682,9091,8788,8788
XML100_3211_05,55917,56229,56229,56197
XML100_3272_02,26747,27708,26903,26903
XML100_3225_10,11510,11688,11659,11659
XML100_1246_05,6449,6981,6496,6496
XML100_1373_01,14893,15893,15381,15381
XML100_1364_11,13786,14650,14328,14257
XML100_1121_01,25704,27590,26602,26602
XML100_2256_19,6305,6525,6324,6305
XML100_2361_01,23891,26244,24914,24914
XML100_1173_05,18114,20254,19143,18871
XML100_2126_20,8713,9065,8864,8811
XML100_3363_03,20063,21029,20822,20567
XML100_1165_20,10079,10910,10449,10385
XML100_2343_10,11214,12359,11357,11295
XML100_1121_03,31348,33090,32126,32126
XML100_2356_22,7713,7776,7717,7712
XML100_2341_09,23098,24832,24340,23756
XML100_2214_07,8630,9583,8753,8705
XML100_1271_24,52688,53463,53154,53154
XML100_3173_07,23972,26171,24943,24794
XML100_3362_04,28570,29709,29663,29407
XML100_3366_21,9827,10304,9881,9881
XML100_3322_14,23994,25490,25163,24898
XML100_2152_26,16267,18238,17301,17065
XML100_2354_18,10180,10865,10560,10457
XML100_1224_16,11013,11546,11191,11186
XML100_1336_07,8012,8252,8036,8017
XML100_2341_21,21204,24186,21881,21637
XML100_1355_08,10543,10983,10590,10590
XML100_1263_23,12120,12794,12182,12182
XML100_2253_02,10760,11239,10996,10959
XML100_3315_08,13494,14484,14194,13538
XML100_1351_10,26634,28080,27766,27661
XML100_3341_04,43105,46227,44498,44498
XML100_3226_14,8217,8708,8303,8253
XML100_2154_24,10328,10959,10330,10330
XML100_2353_05,13771,14701,14039,14039
XML100_3116_04,10795,11643,11054,11049
XML100_2276_13,6133,6202,6188,6185
XML100_2262_03,14550,15062,14728,14728
XML100_1262_01,13893,17224,16549,14205
XML100_2145_23,9400,9551,9467,9445
XML100_2253_23,9694,10384,9881,9865
XML100_2351_13,20351,20956,20944,20944
XML100_3356_12,9368,9585,9440,9440
XML100_3133_12,18551,19801,19290,19175
XML100_3146_16,9382,9755,9382,9382
XML100_2354_25,10753,11707,10894,10894
XML100_3176_04,10602,11259,11107,10957
XML100_1222_17,19288,20717,20418,20418
XML100_2353_01,10880,11964,11231,11030
XML100_3363_26,17980,19544,18933,18933
XML100_1355_23,9620,10036,9644,9638
XML100_2324_09,10680,11350,11144,11144
XML100_3314_03,14732,14877,14836,14836
XML100_3256_25,6965,7263,7038,7038
XML100_3274_06,10170,10593,10460,10458
XML100_3223_26,27678,28295,27913,27913
XML100_3111_14,56952,57304,57304,57304
XML100_1272_07,24932,25176,25114,25114
XML100_1166_01,8715,8897,8870,8792
XML100_1252_01,13005,13967,13577,13447
XML100_1344_02,12096,12796,12303,12303
XML100_1356_02,8904,9458,9126,9018
XML100_3326_10,8936,9373,9018,9018
XML100_3342_25,24541,26127,25331,25331
XML100_1116_20,9594,9906,9599,9599
XML100_3146_20,8997,9804,9226,9226
XML100_3331_24,36829,38318,37884,37773
XML100_3115_10,13490,14326,13842,13842
XML100_1274_13,9056,9556,9219,9174
XML100_3123_12,18902,20672,19729,19729
XML100_3241_06,33171,35226,34113,34076
XML100_3346_19,8727,9242,9051,9033
XML100_2324_20,11916,12468,11957,11957
XML100_1341_19,26418,29252,27466,27466
XML100_3276_11,5879,6048,5892,5892
XML100_3145_19,12345,13164,12979,12862
XML100_1366_08,8143,8295,8214,8214
XML100_2312_02,15463,16335,15833,15816
XML100_2121_20,27941,28973,28657,28584
XML100_3322_15,30646,33088,31877,31381
XML100_3312_17,25599,26274,26274,26033
XML100_2355_12,9309,9472,9369,9337
XML100_3351_13,59899,61943,61876,61076
XML100_2242_13,13350,14512,14013,13899
XML100_2256_24,4970,4979,4970,4970
XML100_1235_07,8594,8993,8791,8704
XML100_1321_16,33628,35918,34717,34717
XML100_1355_10,8818,9164,9001,8987
XML100_1361_04,36978,39227,38193,38082
XML100_2111_27,23690,23856,23856,23856
XML100_3223_24,14273,15006,14916,14855
XML100_3374_22,14018,15091,14662,14575
XML100_3261_08,28753,30234,29639,29639
XML100_3261_12,18288,19059,18963,18963
XML100_1276_27,6066,6531,6155,6114
XML100_1365_26,11018,11793,11595,11117
XML100_3234_07,8920,9297,8982,8982
XML100_2126_10,8198,8837,8266,8201
XML100_3363_23,20378,21568,21566,21127
XML100_1114_22,12205,13008,12550,12550
XML100_1112_05,27772,28194,28089,27967
XML100_3333_20,18712,19508,19168,19168
XML100_1143_15,17289,18186,17820,17676
XML100_1221_18,24524,25967,25020,24991
XML100_1162_04,18878,20081,19468,19273
