name,opt_sol,or_tools_cost_1,or_tools_cost_30,or_tools_cost_60
XML100_1151_17,29756,31039,30790,30790
XML100_1165_25,10875,12423,11374,10910
XML100_2143_08,12450,13275,12991,12605
XML100_3351_26,48218,51614,49923,49923
XML100_2226_02,6489,6693,6513,6489
XML100_3351_04,44237,45764,45609,45609
XML100_1243_14,16770,17887,17383,17380
XML100_1335_07,8753,9468,9213,9118
XML100_3355_15,11146,11761,11561,11561
XML100_1352_24,16208,17529,16830,16755
XML100_1146_22,8439,8805,8444,8444
XML100_1231_10,25443,27298,26472,26472
XML100_3145_12,12823,13744,13306,13306
XML100_3354_14,15177,16305,15453,15453
XML100_2141_24,19608,23116,21271,20154
XML100_2173_27,12348,12885,12631,12631
XML100_1316_19,9217,9745,9341,9324
XML100_1376_15,8178,8626,8612,8346
XML100_1251_09,32715,34098,33970,33970
XML100_3351_02,45747,47808,47440,46714
XML100_2161_15,27437,30264,28391,28391
XML100_2256_03,4746,4977,4815,4810
XML100_1172_09,16306,17483,16922,16766
XML100_2174_01,11050,11882,11481,11481
XML100_1244_13,8586,9134,8959,8938
XML100_1364_02,13677,14685,14004,13982
XML100_2365_20,9164,9495,9318,9318
XML100_2244_22,9245,9843,9370,9370
XML100_3174_06,16770,18311,17751,17574
XML100_2365_23,8912,9669,9405,9363
XML100_1124_27,12942,14786,13286,13243
XML100_3171_11,56196,57058,56693,56693
XML100_2112_17,20170,21121,20878,20749
XML100_2376_11,7467,7604,7467,7467
XML100_2332_19,18629,19174,18883,18883
XML100_1336_18,9682,10625,9830,9830
XML100_1346_10,8192,8724,8267,8267
XML100_2325_10,9693,10746,10304,10101
XML100_3222_15,20255,20957,20957,20957
XML100_3366_25,8386,8820,8714,8669
XML100_2274_06,8660,9394,8667,8666
XML100_2235_22,6650,6839,6658,6658
XML100_2356_25,7330,7714,7330,7330
XML100_1262_16,20762,22084,20996,20996
XML100_1276_05,7823,8959,8244,7985
XML100_3135_09,13441,14666,14358,14358
XML100_2221_05,27234,27975,27913,27492
XML100_1131_24,30680,32459,31594,31592
XML100_1163_20,13758,14560,14007,14007
XML100_1136_22,8644,9062,8972,8678
XML100_3164_03,16758,18325,17210,17149
XML100_2144_20,11444,12285,11923,11708
XML100_1221_03,23140,24149,23769,23698
XML100_2221_10,19870,21970,20497,20497
XML100_2263_04,10022,10711,10431,10144
XML100_3263_14,16152,16566,16493,16213
XML100_3254_23,16813,17387,16884,16879
XML100_1133_24,14242,15109,14893,14729
XML100_3336_11,10492,11037,10704,10616
XML100_2213_07,9684,9900,9864,9864
XML100_1122_10,19894,21749,20836,20440
XML100_3223_23,20685,21465,21007,21007
XML100_2214_23,10058,10618,10184,10089
XML100_1335_21,9604,9998,9678,9678
XML100_3274_19,11584,12280,11979,11979
XML100_3225_17,9095,9579,9315,9315
XML100_1153_15,16619,18309,17361,17210
XML100_2254_09,11591,11992,11823,11723
XML100_2211_01,22598,22809,22749,22749
XML100_1121_05,39281,41972,40312,40114
XML100_3334_17,13922,15194,14130,14130
XML100_1214_11,6844,7291,7173,7173
XML100_3172_17,29345,31531,30703,30703
XML100_2361_22,19218,21224,19423,19421
XML100_2312_23,15460,16027,15570,15570
XML100_1215_07,7803,7989,7843,7834
XML100_2256_16,5917,6611,5918,5918
XML100_2156_17,8593,8943,8668,8634
XML100_2362_15,17104,18664,17919,17800
XML100_1131_04,25200,26362,26085,25914
XML100_3236_10,7513,7764,7612,7612
XML100_1324_05,12383,13533,12428,12408
XML100_2355_08,9369,9631,9497,9497
XML100_1261_12,28362,29626,29613,29613
XML100_3272_17,26336,29431,27720,26855
XML100_3173_13,23077,24281,23693,23693
XML100_3325_03,12916,14542,13400,13279
XML100_1316_20,9199,9515,9406,9406
XML100_1155_20,10222,10943,10650,10603
XML100_3324_15,15973,16669,16386,16336
XML100_3353_02,19382,21438,20684,20272
XML100_2221_23,26749,28220,28126,27807
XML100_3146_15,9822,10624,9837,9837
XML100_3163_06,21671,23355,22362,22362
XML100_3353_03,26212,27914,27358,27358
XML100_1135_27,9721,9905,9789,9789
XML100_2146_12,8636,9005,8636,8636
XML100_1226_11,6191,6538,6324,6324
XML100_3131_16,39749,41304,41051,41051
XML100_3275_18,13548,14652,13953,13710
XML100_1222_16,29525,30479,30226,30226
XML100_2172_13,15851,17059,16206,16217
XML100_1216_19,6533,6691,6577,6577
XML100_3332_25,25443,26578,26376,26265
XML100_1326_04,7638,8058,7798,7798
XML100_2331_14,22946,23716,23544,23423
XML100_2326_01,8544,9114,8806,8733
XML100_3254_10,12253,12805,12632,12497
XML100_3361_02,39003,40871,40089,40089
XML100_1214_05,12608,12939,12757,12757
XML100_2215_11,7294,7653,7451,7451
XML100_2253_21,8405,8945,8717,8717
XML100_1256_05,5476,5567,5486,5485
XML100_1356_24,7891,8206,7998,7998
XML100_3313_20,17834,18282,18273,18273
XML100_1375_21,11244,11839,11701,11394
XML100_1334_05,13969,15262,15033,14793
XML100_2376_21,7334,7563,7458,7458
XML100_3326_08,7009,7458,7187,7186
XML100_2372_25,15950,16495,16307,16307
XML100_3376_06,9906,11007,10421,10242
XML100_1173_15,18419,19976,19715,19090
XML100_2245_26,6996,7179,7033,7033
XML100_2352_20,18557,19679,18971,18930
XML100_2343_13,11618,12647,12071,11732
XML100_3125_07,12615,13027,12938,12938
XML100_1314_08,11834,12399,12314,12086
XML100_3231_08,48141,49727,49095,49095
XML100_3135_26,11513,12389,11856,11856
XML100_1372_19,18329,18963,18647,18512
XML100_1146_10,8590,9231,8817,8817
XML100_3373_20,23123,25033,23832,23832
XML100_2123_08,13159,14149,13451,13402
XML100_1264_11,12369,12682,12538,12484
XML100_3373_19,16078,17587,16396,16396
XML100_1141_21,31523,33400,32600,32370
XML100_3344_08,14093,15234,14558,14373
XML100_2375_06,9117,9591,9205,9148
XML100_3113_09,21333,22181,22128,22023
XML100_2361_09,24205,25284,25248,24450
XML100_3122_23,30731,32980,31531,31531
XML100_2274_21,7978,8923,8401,8371
XML100_3254_09,14410,15039,14740,14572
XML100_3261_02,50048,52114,51216,51216
XML100_2332_23,17689,18375,18237,18151
XML100_1133_04,16385,19023,17044,16885
XML100_3352_14,31379,34050,32411,32411
XML100_2156_22,8716,9049,8775,8741
XML100_2223_15,9158,9677,9401,9390
XML100_1256_15,6640,7097,6767,6767
XML100_3266_04,9817,10224,9967,9946
XML100_2272_14,8408,9081,8726,8702
XML100_2321_09,20417,22242,21241,21041
XML100_3172_14,32663,33491,33267,33231
XML100_3362_16,23665,25036,24183,24183
XML100_2372_24,14927,15213,14949,14949
XML100_1321_10,22973,25199,23689,23453
XML100_2236_10,5176,5258,5236,5190
XML100_3112_07,35780,36899,36450,36450
XML100_2216_15,5663,6022,5776,5776
XML100_1325_06,11431,11815,11751,11578
XML100_2356_03,7026,7421,7146,7146
XML100_1214_12,10891,11068,10984,10984
XML100_3264_13,9982,10509,10112,10112
XML100_2165_02,9849,10270,9891,9891
XML100_3332_08,30272,31431,31124,31124
XML100_3253_23,16932,18226,18177,17401
XML100_1245_01,6678,6851,6812,6783
XML100_1321_05,26371,28272,27741,27708
XML100_3273_02,18010,20306,19383,18446
XML100_3356_04,9255,9526,9434,9389
XML100_1325_21,11171,12266,11253,11215
XML100_2343_09,11781,13622,12051,11968
XML100_1352_23,26289,27758,26999,26999
XML100_3123_19,18376,20908,19574,19193
XML100_1371_21,29559,30706,30705,30705
XML100_1242_16,29660,30885,30082,30082
XML100_1261_15,18987,20822,19548,19548
XML100_1171_23,35953,37348,36746,36112
XML100_2252_11,12178,13100,12628,12619
XML100_2315_19,9231,10033,9611,9231
XML100_3316_11,9608,10067,9735,9608
XML100_3246_16,9407,9450,9407,9407
XML100_3264_09,10093,10893,10550,10550
XML100_2353_15,13703,14896,13976,13976
XML100_1154_12,14904,16624,15834,15814
XML100_2156_25,8737,8998,8816,8816
XML100_1272_04,22549,24225,23452,23086
XML100_2235_11,5846,6032,5961,5961
XML100_1136_14,9444,9943,9792,9692
XML100_3112_04,35869,36601,36425,36425
XML100_1311_09,29743,29983,29983,29983
XML100_2313_09,11921,12734,12282,12282
XML100_2212_23,12887,13535,13415,13320
XML100_3226_06,7695,7868,7707,7707
XML100_1311_12,49371,49683,49683,49683
XML100_3262_06,28760,29639,29057,29057
XML100_3146_02,9800,10091,9873,9873
XML100_3113_12,18175,19211,19100,18678
XML100_1162_23,22903,24785,23661,23476
XML100_1156_17,8247,9183,8407,8407
XML100_3326_26,10370,10740,10381,10380
XML100_1261_06,31134,32639,32186,31767
XML100_3236_25,8027,8463,8150,8150
XML100_2131_21,20426,21103,21031,20833
XML100_1123_17,13962,14617,14512,14410
XML100_3345_24,14048,15139,14249,14243
XML100_1116_25,8987,9338,9123,9123
XML100_1155_03,10837,11419,10958,10890
XML100_3134_09,14780,15925,15386,15354
XML100_2354_01,10967,11759,11177,11087
XML100_1213_19,19547,20025,19939,19871
XML100_3322_05,21321,22476,21881,21574
XML100_1251_22,26534,27445,27434,27434
XML100_2116_21,8107,8603,8259,8259
XML100_1351_23,30475,31337,31166,31166
XML100_2121_24,23936,26950,25335,24712
XML100_2232_11,19238,19676,19585,19585
XML100_3214_20,14680,15879,15180,14843
XML100_3164_12,17454,18358,18108,18108
XML100_1223_13,16139,17468,16702,16506
XML100_2265_23,7209,7289,7238,7238
XML100_3314_14,15191,15977,15482,15312
XML100_3141_15,45389,47801,46973,46973
XML100_1225_11,8167,8391,8243,8197
XML100_3252_18,33553,33874,33767,33767
XML100_3316_03,9451,9834,9496,9479
XML100_1172_25,17598,19760,18229,18029
XML100_2274_23,7824,8187,8006,8006
XML100_1365_06,9088,9944,9442,9368
XML100_3166_23,9955,10919,10177,10177
XML100_2176_12,8294,8756,8297,8294
XML100_2115_18,9638,10314,10002,9994
XML100_1156_12,8284,9841,8284,8284
XML100_2264_05,8336,9529,8419,8419
XML100_3312_24,27550,28020,27962,27888
XML100_3313_16,15696,16167,16010,16010
XML100_2165_13,9685,10513,9794,9794
XML100_2131_27,21874,23685,23155,22979
XML100_1254_07,10362,10804,10733,10531
XML100_3346_26,8266,9010,8562,8562
XML100_1132_23,20389,21518,21009,21009
XML100_3346_21,9744,9897,9835,9824
XML100_3321_21,38379,40463,39097,39097
XML100_2364_09,11520,12353,12326,11776
XML100_2212_22,19482,19842,19810,19810
XML100_3122_16,24226,25645,25068,24646
XML100_2371_01,24207,24991,24520,24520
XML100_1165_10,10645,11429,11028,10936
XML100_1164_23,11490,12069,11884,11822
XML100_1251_19,33038,34732,34201,33985
XML100_2145_27,9470,10006,9697,9697
XML100_2214_13,8112,8400,8224,8224
XML100_2161_03,27920,30042,29565,28564
XML100_3331_13,35928,37465,37095,37095
XML100_2151_11,29437,30700,30212,30212
XML100_3266_11,8659,9057,8815,8787
XML100_1112_09,24470,25030,24729,24698
XML100_3272_18,26442,28158,26871,26871
XML100_2345_20,9552,9975,9584,9584
XML100_3233_07,19236,19634,19559,19559
XML100_1323_09,13040,14313,13358,13347
XML100_2233_11,9966,10591,10149,10059
XML100_2122_22,17790,19662,18815,18646
XML100_3154_09,15176,16276,15460,15460
XML100_1212_27,14476,14757,14583,14571
XML100_3244_15,14170,15475,14808,14808
XML100_3162_15,30268,33606,31147,31147
XML100_1222_10,22704,23666,22990,22956
XML100_3126_19,9362,9860,9389,9389
XML100_3335_23,11550,12149,11790,11640
XML100_2315_12,8901,9104,9027,8925
XML100_1114_02,12531,13207,12783,12711
XML100_3111_15,45694,46569,46486,46486
XML100_1326_21,9267,9894,9328,9328
XML100_1132_12,17430,19100,17863,17863
XML100_1126_01,8437,8510,8510,8478
XML100_3251_04,34108,36736,34919,34513
XML100_1245_11,7318,7949,7722,7574
XML100_3244_20,15525,15795,15659,15659
XML100_3334_16,14624,15544,15200,15009
XML100_2214_26,8999,9354,9147,9139
XML100_3226_09,8147,8997,8253,8253
XML100_1125_07,10429,11180,10860,10860
XML100_2333_01,13678,14982,14188,14079
XML100_1264_21,9194,9738,9553,9437
XML100_3322_10,28601,29694,29110,29083
XML100_2376_24,7456,7547,7455,7455
XML100_3374_16,14051,14915,14629,14629
XML100_3172_24,38059,39623,39284,38840
XML100_1146_07,8950,9979,9127,8949
XML100_1156_15,8335,8957,8725,8496
XML100_1255_15,7728,8031,7860,7842
XML100_1144_14,12140,13091,12442,12442
XML100_3324_07,14134,15202,15154,15025
XML100_1124_08,11130,12395,11256,11238
XML100_2222_17,12672,13687,13005,13005
XML100_2145_07,9767,10216,9955,9955
XML100_2242_11,12341,13298,12883,12547
XML100_1115_01,11051,11957,11223,11220
XML100_1332_06,17861,18600,18227,18219
XML100_3115_17,12923,14049,13167,13056
XML100_2111_25,28310,28310,28310,28310
XML100_1245_09,7942,8115,7997,7992
XML100_3134_18,15883,16769,16676,16593
XML100_2344_05,10279,10768,10502,10502
XML100_2143_13,13227,15743,14084,13873
XML100_1274_04,11112,11885,11292,11158
XML100_2313_08,13533,14402,14076,13958
XML100_1371_17,36334,37966,37320,36953
XML100_2146_10,8704,9955,8954,8860
XML100_1124_23,11053,12450,11436,11249
XML100_1265_01,10118,10508,10209,10209
XML100_2254_10,8359,9272,8425,8425
XML100_2254_06,9343,9440,9440,9406
XML100_1324_01,11253,12626,11331,11331
XML100_3223_03,19063,20319,19708,19658
XML100_2274_18,8277,9040,8376,8316
XML100_2375_24,8961,9278,9054,9044
XML100_2371_26,22121,22814,22513,22310
XML100_2236_06,5606,5650,5606,5606
XML100_2115_23,9689,10245,9846,9843
XML100_2316_16,7233,7627,7233,7233
XML100_2141_13,21131,24360,21999,21700
XML100_1162_20,19950,21039,20330,20330
XML100_3244_26,12530,13617,13340,13317
XML100_3144_12,16109,17232,16563,16491
XML100_2321_18,20250,22150,21127,20939
XML100_3262_13,26979,28021,27423,27423
XML100_3121_05,35146,36716,36285,36285
XML100_2112_01,17688,18662,18366,18149
XML100_3326_15,10574,11288,10777,10777
XML100_2362_14,15601,19132,16081,16081
XML100_1233_24,10493,11483,10769,10769
XML100_2266_02,5898,6059,5923,5910
XML100_2213_17,7720,8010,7953,7953
XML100_2243_03,12407,12996,12645,12645
XML100_2133_10,13254,14182,13838,13616
XML100_2213_01,11748,12257,11984,11830
XML100_3111_02,43448,43771,43571,43571
XML100_3215_03,12174,12666,12382,12315
XML100_1265_18,6268,6494,6324,6316
XML100_2145_03,9837,10088,9893,9882
XML100_1313_04,14370,15251,14719,14701
XML100_2276_16,6057,6384,6154,6148
XML100_1231_27,19018,19887,19449,19317
XML100_3161_21,44904,47204,46028,46028
XML100_3351_23,57512,60284,59143,59033
XML100_1123_21,15209,15973,15751,15751
XML100_3235_02,10449,10935,10683,10558
XML100_3365_02,12472,13532,12756,12756
XML100_1316_13,8953,9603,9357,9051
XML100_1145_26,10147,11281,10531,10433
XML100_3376_23,8911,9830,9682,9204
XML100_3372_02,41072,41932,41447,41447
XML100_3231_16,36942,37999,37831,37831
XML100_2121_23,28033,31201,29480,29300
XML100_3324_16,15076,16349,15421,15275
XML100_3371_08,40773,41706,41568,41395
XML100_3343_18,21469,23265,23028,22345
XML100_2313_12,11161,12148,11527,11348
XML100_3135_10,12237,12905,12828,12742
XML100_3233_06,15922,16417,16373,16259
XML100_1175_27,9331,10180,9425,9425
XML100_2222_02,14236,15473,14968,14694
XML100_3246_08,9457,9737,9518,9518
XML100_2241_03,23465,24451,24082,24082
XML100_2126_08,8497,8963,8657,8657
XML100_2174_15,10965,11686,11329,11080
XML100_2336_05,7757,8041,7793,7790
XML100_2112_22,17925,18476,18172,18164
XML100_3112_09,26435,27255,26908,26908
XML100_1213_12,14163,14486,14284,14284
XML100_3115_15,14892,15901,15475,15475
XML100_3174_05,15169,16456,15999,15969
XML100_1212_03,13741,14537,14202,13819
XML100_1321_04,27878,28542,28351,28319
XML100_3235_25,13087,13756,13605,13592
XML100_3261_10,54846,57264,56697,56697
XML100_1346_27,9184,10019,9464,9385
XML100_3232_12,30958,31989,31664,31664
XML100_1341_18,35094,36940,36258,36011
XML100_1372_22,30109,30529,30278,30278
XML100_3325_06,13446,14016,13751,13751
XML100_1251_01,25533,26470,26279,26251
XML100_2135_01,9723,10494,9898,9891
XML100_2261_26,27562,30534,28330,28264
XML100_3371_05,49023,49817,49302,49302
XML100_3126_08,9658,10049,9695,9682
XML100_1274_07,11231,11614,11384,11378
XML100_2222_26,15619,16248,16217,16139
XML100_2253_01,11069,11469,11198,11195
XML100_1236_26,6301,6300,6300,6300
XML100_3123_01,20315,21872,21136,21136
XML100_1164_21,10677,11420,10936,10890
XML100_2124_12,11127,11794,11485,11485
XML100_1313_24,14831,15542,15352,14979
XML100_3226_22,7631,8288,7825,7820
XML100_3121_12,39324,41749,41062,40909
XML100_1312_24,29143,29770,29747,29747
XML100_1313_12,13376,14599,13645,13480
XML100_2225_06,8268,8460,8360,8320
XML100_1264_02,8365,9085,8596,8596
XML100_1272_22,13751,14163,14138,14117
XML100_2111_22,28511,28915,28915,28898
XML100_3135_16,13447,14303,13644,13633
XML100_1116_10,9060,9499,9197,9066
XML100_1265_12,8821,9739,8836,8836
XML100_1353_15,16106,17434,16668,16659
XML100_3333_08,17126,18146,17828,17825
XML100_1251_17,38877,40736,39951,39951
XML100_1216_22,4989,5230,5027,5019
XML100_3264_14,17007,18291,17512,17412
XML100_1124_13,13566,14727,14201,14201
XML100_3254_17,13180,13481,13440,13440
XML100_3255_23,11352,12119,11761,11540
XML100_1366_09,8382,9131,8401,8401
XML100_3272_16,31117,32891,31376,31376
XML100_1132_15,20058,21889,21351,20816
XML100_1356_22,7168,7417,7217,7217
XML100_3356_14,9002,9408,9119,9076
XML100_2365_13,9239,9505,9342,9342
XML100_3315_07,11762,12476,11914,11914
XML100_1222_14,16813,17695,17492,17492
XML100_3341_22,43917,47650,45873,45873
XML100_3165_19,12130,12872,12616,12548
XML100_2145_15,9186,9555,9225,9204
XML100_3261_09,58814,62081,61055,60011
XML100_1241_07,39864,40954,40868,40827
XML100_2246_02,5396,5545,5476,5457
XML100_3114_09,16677,17480,17073,17031
XML100_1326_10,9884,10414,10116,10013
XML100_3244_03,13030,13796,13320,13320
XML100_2371_06,30535,30842,30615,30615
XML100_1165_19,9114,9386,9249,9242
XML100_3365_20,10745,11687,11446,11422
XML100_1232_13,21032,21944,21944,21560
XML100_3355_12,13609,14347,13690,13690
XML100_3271_13,46620,47947,47444,47444
XML100_1362_25,19553,20601,20270,20119
XML100_3263_26,8161,8541,8465,8465
XML100_3316_24,8968,9244,9127,9127
XML100_3222_03,24180,24970,24952,24623
XML100_3245_12,12466,13641,12559,12532
XML100_1166_13,8515,8854,8652,8556
XML100_1273_27,14887,15262,14979,14979
XML100_3263_21,13781,14751,13993,13943
XML100_1175_07,9128,9838,9479,9351
XML100_2232_04,14985,15779,15730,15466
XML100_1332_23,17912,19296,18607,18607
XML100_2246_20,5933,6085,5996,5976
XML100_2345_18,9249,9393,9357,9357
XML100_3142_14,32159,34896,33302,32819
XML100_3374_17,12585,13703,12721,12721
XML100_1321_13,27938,29155,28932,28710
XML100_2145_12,9229,9701,9472,9472
XML100_1322_11,19354,20453,19846,19830
XML100_2335_16,8307,8884,8580,8351
XML100_1246_21,7658,8028,7663,7663
XML100_1211_08,26464,26959,26849,26558
XML100_2323_05,11556,12349,11770,11747
XML100_3221_19,38229,40102,39604,39604
XML100_3334_15,13658,14517,14177,14177
XML100_1362_08,18402,19663,19407,19399
XML100_2162_14,16184,18508,17353,17276
XML100_3236_09,10157,10591,10323,10159
XML100_2373_03,13359,13918,13578,13578
XML100_1245_04,7110,7682,7234,7234
XML100_3141_21,55867,58057,57297,57297
XML100_2261_19,21467,23147,22251,22251
XML100_2163_08,13725,15278,14032,14032
XML100_3123_17,19110,20942,20154,20154
XML100_1222_11,18906,20647,19703,19117
XML100_3375_07,12967,14618,13299,13137
XML100_3351_16,56093,58225,57867,57867
XML100_2314_04,10020,10562,10031,10028
XML100_1325_11,12508,14152,12970,12930
XML100_1135_12,11658,12567,12093,12093
XML100_3176_16,10594,11591,10740,10740
XML100_1316_08,9405,10129,9435,9435
XML100_2166_13,8821,9205,8991,8908
XML100_2151_15,26412,27018,26844,26758
XML100_3142_07,27776,29425,28862,28466
XML100_1133_22,15193,16889,15531,15531
XML100_1142_11,21535,23403,22818,22434
XML100_3235_03,12362,13393,12597,12597
XML100_1155_21,10106,11184,10769,10398
XML100_3353_01,18813,20142,19609,19513
XML100_2173_05,14150,14904,14360,14360
XML100_3142_20,29525,32095,30654,30654
XML100_1366_13,7739,8414,7776,7743
XML100_3142_13,31730,34675,33083,32800
XML100_3153_10,21823,23278,23027,22684
XML100_2266_19,6116,6338,6119,6119
XML100_2112_23,19431,20083,19704,19704
XML100_1332_22,18718,19496,19340,19273
XML100_1224_02,9314,10072,9579,9459
XML100_2312_21,17876,18494,18299,18208
XML100_2273_25,10428,11957,10764,10635
XML100_2356_20,8283,9139,8569,8531
XML100_1143_10,16635,18101,17043,17043
XML100_2112_21,20841,21282,21277,21277
XML100_3115_22,12046,12523,12396,12144
XML100_2346_20,7658,8292,7985,7985
XML100_1272_21,18008,19689,18739,18624
XML100_2324_16,10940,11516,11051,11051
XML100_1236_11,5692,5978,5706,5706
XML100_3312_23,29687,30136,29947,29829
XML100_1116_07,8369,8671,8461,8416
XML100_1336_19,7992,8216,8216,8190
XML100_1254_25,9712,10319,9958,9930
XML100_2365_04,8316,9199,8491,8352
XML100_3115_06,12426,12918,12612,12612
XML100_2241_09,20422,21201,21098,20788
XML100_3151_02,44337,48124,45571,45571
XML100_2166_03,8782,9123,8920,8920
XML100_1113_02,12753,13502,13073,13048
XML100_1246_11,6230,6651,6292,6261
XML100_1216_07,4634,4996,4641,4641
XML100_1241_05,16481,17336,16955,16955
XML100_3164_15,16534,17581,16910,16910
XML100_3125_20,13939,15055,14413,14277
XML100_1222_24,19752,21485,20412,19891
XML100_2242_10,9650,10295,10199,10176
XML100_1314_17,15246,16935,16024,15982
