Model,Type,Train Init Temp,Train Steps,Train Dimension,Train Demand,Train Scheduler,Train Clustering,Dimension,Step,Scheduler,Clustering,Initial Temp,Initial Cost,Final Cost,Gain
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,step,False,100,29.211572647094727,13.475748062133787,15.735824584960938
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,cyclic,False,100,29.211572647094727,11.83487033843994,17.376702308654785
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,lam,False,100,29.211572647094727,11.342825889587402,17.868746757507324
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,step,False,100,29.211572647094727,11.642653465270996,17.56891918182373
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,cyclic,False,1000,29.211572647094727,19.57831382751465,9.633258819580078
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,lam,False,1000,29.211572647094727,15.213201522827148,13.998371124267578
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,step,False,1000,29.211572647094727,20.64613342285156,8.565439224243164
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,cyclic,False,1000,29.211572647094727,12.6311616897583,16.580410957336426
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,lam,False,1000,29.211572647094727,12.778769493103027,16.4328031539917
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,step,False,1000,29.211572647094727,14.413440704345703,14.798131942749023
